Generation,PopBestRed,PopBestBlue,PopAvgRed,PopAvgBlue,BestOverallRed,BestOverallBlue
0,7,912972,0,-7757,173,0,7,912972,0
1,11,04012,0,-4098,636,0,11,04012,0
2,12,3107,0,-392,4453,0,12,3107,0
3,16,41166,0,-2193,346,0,16,41166,0
4,16,4028,0,11,90378,0,16,4028,0
5,18,18764,0,-1169,258,0,18,18764,0
6,19,59779,0,-104,0841,0,19,59779,0
7,19,59779,0,-367,7456,0,19,59779,0
8,19,59779,0,-181,9148,0,19,59779,0
9,19,59779,0,-755,9034,0,19,59779,0
10,19,59779,0,-755,9034,0,19,59779,0

