Generation,PopBestRed,PopBestBlue,PopAvgRed,PopAvgBlue,BestOverallRed,BestOverallBlue
0,6358,999,0,4518,327,0,6358,999,0
1,6358,999,0,3849,568,0,6358,999,0
2,6439,127,0,4295,985,0,6439,127,0
3,6439,129,0,3839,096,0,6439,129,0
4,6479,495,0,3270,37,0,6479,495,0
5,6549,5,0,5268,546,0,6549,5,0
6,6669,729,0,4607,079,0,6669,729,0
7,6669,73,0,3096,733,0,6669,73,0
8,6669,729,0,4359,441,0,6669,73,0
9,6729,086,0,4260,199,0,6729,086,0
10,6729,086,0,4260,199,0,6729,086,0

