Generation,PopBestRed,PopBestBlue,PopAvgRed,PopAvgBlue,BestOverallRed,BestOverallBlue
0,1986,61,0,-7461,745,0,1986,61,0
1,1986,61,0,-3830,561,0,1986,61,0
2,2241,012,0,-1015,467,0,2241,012,0
3,3017,639,0,-253,5279,0,3017,639,0
4,3277,957,0,1252,946,0,3277,957,0
5,3317,956,0,75,98118,0,3317,956,0
6,3358,523,0,2159,37,0,3358,523,0
7,4247,503,0,2212,598,0,4247,503,0
8,4247,502,0,2050,1,0,4247,503,0
9,5708,203,0,2860,279,0,5708,203,0
10,5708,203,0,2860,279,0,5708,203,0

